"q_id","url_id","corpus","source_type","community","thread_id","thread_title","thread_url","unit_type","source_url","unique_author_id","date_posted","date_retrieved","thread_score","unit_score","star_rating","is_purchaser_source","tier","recipe_id","harvester_id","exact_quote","exact_passage","opening_first_sentence","opening_first_2_5","translation","reading_grade","pb_ids","population_id","population_tags","time_with_problem","severity","onset_trigger","current_stage","solutions_tried","progress","life_context","tags","solution_status","awareness_stage","awareness_ref","speaker_stage","speaker_locator","evidence_class","as_ids","fs_id","cluster_ids","stamps","notes"
"Q-Y-0001","URL-01","MARKET_VOC","youtube_search","Business By Nancy channel","xEvaenj4JH8","I FINALLY chose my business idea | 90-days business challenge","https://www.youtube.com/watch?v=xEvaenj4JH8","transcript","https://www.youtube.com/watch?v=xEvaenj4JH8","Business By Nancy","2026-07 (approx, 'posted 2 months ago')","2026-09-24","8912 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","After weeks of overthinking, I finally committed","Last time was all about making one important decision, choosing the business idea. After weeks of overthinking, I finally committed to selling Canva templates on Etsy. Honestly, just making that decision felt like a huge weight off my shoulders","Hi, I'm Nancy and this is day two of building an online business in just 90 days.","Hi, I'm Nancy and this is day two of building an online business in just 90 days. Last time was all about making one important decision, choosing the business idea.","","6","PB-05","CP-05","CP-05","","","","just decided, not yet built product","NULL","chose niche/product category, has not made a sale","NULL","pain|trigger|made_them_act|emotion:relief","NULL","AW-3","product-selection method (own decision), not our brand","seeker","solo aspiring Etsy seller, day 2 of 90-day challenge","VERBATIM_VOC","","","","","Clean first-person PB-05 match: decision paralysis resolved"
"Q-Y-0002","URL-01","MARKET_VOC","youtube_search","Business By Nancy channel","xEvaenj4JH8","I FINALLY chose my business idea | 90-days business challenge","https://www.youtube.com/watch?v=xEvaenj4JH8","transcript","https://www.youtube.com/watch?v=xEvaenj4JH8","Business By Nancy","2026-07 (approx, 'posted 2 months ago')","2026-09-24","8912 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","why would someone buy from a new shop","My first thought was why would someone buy from a new shop when there are already established sellers with thousands of reviews","","","","7","PB-05","CP-05","CP-05","","","","","","","","skepticism|objection|fear","NULL","AW-3","product-selection method (own decision), not our brand","seeker","solo aspiring Etsy seller, day 2 of 90-day challenge","VERBATIM_VOC","","","","","Competitive-saturation fear, classic new-seller objection"
"Q-Y-0003","URL-01","MARKET_VOC","youtube_search","Business By Nancy channel","xEvaenj4JH8","I FINALLY chose my business idea | 90-days business challenge","https://www.youtube.com/watch?v=xEvaenj4JH8","transcript","https://www.youtube.com/watch?v=xEvaenj4JH8","Business By Nancy","2026-07 (approx, 'posted 2 months ago')","2026-09-24","8912 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","competition on Etsy is huge, that was intimidating","Competition on Etsy is huge and at first that was honestly a little intimidating","","","","7","PB-05","CP-05","CP-05","","","","","","","","fear|skepticism|pain","NULL","AW-3","product-selection method (own decision), not our brand","seeker","solo aspiring Etsy seller, day 2 of 90-day challenge","VERBATIM_VOC","","","","",""
"Q-Y-0004","URL-01","MARKET_VOC","youtube_search","Business By Nancy channel","xEvaenj4JH8","I FINALLY chose my business idea | 90-days business challenge","https://www.youtube.com/watch?v=xEvaenj4JH8","transcript","https://www.youtube.com/watch?v=xEvaenj4JH8","Business By Nancy","2026-07 (approx, 'posted 2 months ago')","2026-09-24","8912 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","I don't need to invent something completely new","The biggest lesson from today is that I don't need to invent something completely new to succeed. I just need to create something that's generally useful and present it better","","","","7","PB-05","CP-05","CP-05","","","","","","","","belief|deeper_hope","NULL","AW-3","product-selection method (own decision), not our brand","seeker","solo aspiring Etsy seller, day 2 of 90-day challenge","VERBATIM_VOC","","","","",""
"Q-Y-0005","URL-01","MARKET_VOC","youtube_search","Business By Nancy channel","xEvaenj4JH8","I FINALLY chose my business idea | 90-days business challenge","https://www.youtube.com/watch?v=xEvaenj4JH8","transcript","https://www.youtube.com/watch?v=xEvaenj4JH8","Business By Nancy","2026-07 (approx, 'posted 2 months ago')","2026-09-24","8912 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","I'm not going to let perfection slow me down","I made myself one promise during this challenge. I'm not going to let perfection slow me down. It's easy to spend weeks planning the perfect product, but that doesn't bring in sales","","","","6","PB-05","CP-05","CP-05","","","","","","","","belief|almost_stopped","NULL","AW-3","product-selection method (own decision), not our brand","seeker","solo aspiring Etsy seller, day 2 of 90-day challenge","VERBATIM_VOC","","","","",""
"Q-Y-0006","URL-01","MARKET_VOC","youtube_search","Business By Nancy channel","xEvaenj4JH8","I FINALLY chose my business idea | 90-days business challenge","https://www.youtube.com/watch?v=xEvaenj4JH8","transcript","https://www.youtube.com/watch?v=xEvaenj4JH8","Business By Nancy","2026-07 (approx, 'posted 2 months ago')","2026-09-24","8912 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","I haven't made any sales yet","So that wraps up day two. I haven't made any sales yet. I haven't even created my first product. But I feel like I have built a much stronger foundation than I had yesterday","","","","5","PB-05","CP-05","CP-05","","","","pre-launch","","","","outcome_reported","CONSIDERING","AW-3","product-selection method (own decision), not our brand","seeker","solo aspiring Etsy seller, day 2 of 90-day challenge","VERBATIM_VOC","","","","",""
"Q-Y-0007","URL-01","MARKET_VOC","youtube_search","Business By Nancy channel","xEvaenj4JH8","I FINALLY chose my business idea | 90-days business challenge","https://www.youtube.com/watch?v=xEvaenj4JH8","transcript","https://www.youtube.com/watch?v=xEvaenj4JH8","Business By Nancy","2026-07 (approx, 'posted 2 months ago')","2026-09-24","8912 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","constantly jumping from one idea to another","Just making that decision felt like a huge weight off my shoulders because now I have a clearer direction instead of constantly jumping from one idea to another","","","","6","PB-05","CP-05","CP-05","","","","","","","","emotion:overwhelm|pain|symptom","NULL","AW-3","product-selection method (own decision), not our brand","seeker","solo aspiring Etsy seller, day 2 of 90-day challenge","VERBATIM_VOC","","","","",""
"Q-Y-0008","URL-02","MARKET_VOC","youtube_search","Manish kumar channel","xlV60PEwg5c","Why I Wasted My 9 Months in the Starting Days of Dropshipping| Real talk","https://www.youtube.com/watch?v=xlV60PEwg5c","transcript","https://www.youtube.com/watch?v=xlV60PEwg5c","Manish kumar","~2023 (approx, 'posted 3 years ago')","2026-09-24","942 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","आठ से नो मां इस बिजनेस में मैंने अपना टाइम ही खराब किया है","कम से कम मैंने आठ से नो मां इस बिजनेस में मैंने अपना टाइम ही खराब किया है मतलब ऐसा नहीं कहता की ए कॉमर्स में","","","[translated] At minimum I wasted 8 to 9 months of my time in this business — not saying ecommerce itself is bad","n/a (Hindi, ASR transcript)","PB-05","CP-05","CP-05","","","","researching without applying","product/marketing research videos (self-taught)","","","spend|pain|outcome_reported","TRIED-FAILED","AW-3","own product/marketing research process","veteran","solo dropshipper in India, ex-Canada, reflecting on year 1","VERBATIM_VOC","","","","","[translated] Original Hindi kept in exact_quote/exact_passage; translation is the harvester's own faithful rendering, not a certified translation service"
"Q-Y-0009","URL-02","MARKET_VOC","youtube_search","Manish kumar channel","xlV60PEwg5c","Why I Wasted My 9 Months in the Starting Days of Dropshipping| Real talk","https://www.youtube.com/watch?v=xlV60PEwg5c","transcript","https://www.youtube.com/watch?v=xlV60PEwg5c","Manish kumar","~2023 (approx, 'posted 3 years ago')","2026-09-24","942 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","हम इनफॉरमेशन के बकरी रहते हैं","क्योंकि हम इनफॉरमेशन के बकरी रहते हैं क्योंकि हमें वहां पद जाता है की इसका भाई की जो इनफॉरमेशन ये बांदा दे रहा है ना ये","","","[translated] Idiom: 'we stay the sacrificial goats of information' — i.e. we keep consuming info without ever applying it","n/a (Hindi, ASR transcript)","PB-05","CP-05","CP-05","","","","","","","","belief|skepticism|consequence","NULL","AW-3","own product/marketing research process","veteran","solo dropshipper in India, ex-Canada, reflecting on year 1","VERBATIM_VOC","","","","","[translated] Self-critical idiom about information-consumption paralysis, directly analogous to PB-05 product-research paralysis"
"Q-Y-0010","URL-02","MARKET_VOC","youtube_search","Manish kumar channel","xlV60PEwg5c","Why I Wasted My 9 Months in the Starting Days of Dropshipping| Real talk","https://www.youtube.com/watch?v=xlV60PEwg5c","transcript","https://www.youtube.com/watch?v=xlV60PEwg5c","Manish kumar","~2023 (approx, 'posted 3 years ago')","2026-09-24","942 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","तीन मठ के अंदर कुछ ना कुछ तो करना ही है","फिर मैंने साथ में उसके बाद भाई ये डिसीजन लिया की अभी मेरे को ये तीन मठ के अंदर कुछ ना कुछ तो करना ही है","","","[translated] I made the decision that I had to do something, anything, within the next three months","n/a (Hindi, ASR transcript)","PB-05","CP-05","CP-05","","","","","","","","trigger|made_them_act","TRIED-HELPED","AW-3","own product/marketing research process","veteran","solo dropshipper in India, ex-Canada, reflecting on year 1","VERBATIM_VOC","","","","","[translated] Deadline self-imposed after months of unproductive research; matches PH-08 finally-stopped family"
"Q-Y-0011","URL-03","MARKET_VOC","youtube_search","Dave Obiefuna channel","bKdLdxlLmPA","I Finally Found My First Winning Organic DROPSHIPPING Product!","https://www.youtube.com/watch?v=bKdLdxlLmPA","transcript","https://www.youtube.com/watch?v=bKdLdxlLmPA","Dave Obiefuna","~2023 (approx, 'posted 3 years ago')","2026-09-24","21953 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","I didn't find good suppliers, that was the main problem","I saw that it made 10K only in this month so it was very exciting for it but I didn't find good suppliers that was the main problem at that time — even AliExpress only had two sellers selling this product","","","","6","PB-05","","","","","","","TikTok organic product scouting, AliExpress supplier search","eventually found a private sourcing agent","","pain|failed_solution","TRIED-FAILED","AW-3","product research method","recent_buyer","solo dropshipper, first winning product just found","VERBATIM_VOC","","","","",""
"Q-Y-0012","URL-03","MARKET_VOC","youtube_search","Dave Obiefuna channel","bKdLdxlLmPA","I Finally Found My First Winning Organic DROPSHIPPING Product!","https://www.youtube.com/watch?v=bKdLdxlLmPA","transcript","https://www.youtube.com/watch?v=bKdLdxlLmPA","Dave Obiefuna","~2023 (approx, 'posted 3 years ago')","2026-09-24","21953 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","it takes years to find a winning product","For some people it takes months, for some people it takes days, for some people it takes years to find a winning product, but you just have to stick with it and never give up","","","","6","PB-05","","","","","","","","","","pain|trigger|deeper_hope|made_them_act","TRIED-HELPED","AW-3","product research method","recent_buyer","solo dropshipper, first winning product just found","VERBATIM_VOC","","","","",""
"Q-Y-0013","URL-04","MARKET_VOC","youtube_search","Ry (RyPirie) channel","-1Q60dZcuHc","i finally found a winning dropshipping product (Exact Strategy Revealed)","https://www.youtube.com/watch?v=-1Q60dZcuHc","transcript","https://www.youtube.com/watch?v=-1Q60dZcuHc","Ry","~2025 (approx, 'posted 1 year ago')","2026-09-24","698 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","hard at the beginning to put your emotions aside","Only real way to confirm a winning product is through data. It is really hard at the beginning to put your emotions aside — you think a product's going to do really well, chances are it's going to go to the ground","","","","7","PB-05","","","","","","","","","","pain|belief","NULL","AW-4","own product-picking criteria/tools","veteran","scaling dropshipper, ~$20k revenue store","CUSTOMER_EXPLANATION","","","","",""
"Q-Y-0014","URL-04","MARKET_VOC","youtube_search","Ry (RyPirie) channel","-1Q60dZcuHc","i finally found a winning dropshipping product (Exact Strategy Revealed)","https://www.youtube.com/watch?v=-1Q60dZcuHc","transcript","https://www.youtube.com/watch?v=-1Q60dZcuHc","Ry","~2025 (approx, 'posted 1 year ago')","2026-09-24","698 views","","","N","[R-SCRAPE]","RC-YTX","VOC-PB-05","chances are it's going to go to the ground","You think this product's going to do really well, chances are it's going to go to the ground","","","","6","PB-05","","","","","","","","","","skepticism|belief|fear","NULL","AW-4","own product-picking criteria/tools","veteran","scaling dropshipper, ~$20k revenue store","CUSTOMER_EXPLANATION","","","","",""
"Q-F-0001","URL-09","MARKET_VOC","forum","Warrior Forum — Ecommerce Sites, Wholesaling & Drop Shipping","1320451","winning product ?? dropshipping","https://www.warriorforum.com/ecommerce-sites-wholesaling-drop-shipping/1320451-winning-product-dropshipping.html","OP","https://www.warriorforum.com/ecommerce-sites-wholesaling-drop-shipping/1320451-winning-product-dropshipping.html","alex19890","2017-12-16","2026-09-24","1 reply","","","N","[R-PAGE via Exa]","RC-EXA","VOC-PB-05","how can i find a good product or winning product?","hello my friends, i am Alex 1-i am beginner on drop-shipping and i will know how can i find a good product or winning product? 2-what tools can help me??? best regards","hello my friends, i am Alex","hello my friends, i am Alex 1-i am beginner on drop-shipping and i will know how can i find a good product or winning product?","","4","PB-05","CP-05","CP-05","","","","pre-launch, beginner","","","","pain|question_asked","NULL","AW-2","does not know what tools/methods exist yet","seeker","self-identified beginner dropshipper","VERBATIM_VOC","","","","","Direct, uncomplicated PB-05 statement from a named forum handle"
"Q-F-0002","URL-11","MARKET_VOC","forum","Warrior Forum — Offline Marketing","655739","Alibaba.com and dropshipping","https://www.warriorforum.com/offline-marketing/655739-alibaba-com-dropshipping.html","OP","https://www.warriorforum.com/offline-marketing/655739-alibaba-com-dropshipping.html","neeralt","~2012 (14 years ago)","2026-09-24","15 replies","","","N","[R-PAGE via Exa]","RC-EXA","VOC-PB-05","What product do you suggest, the low priced one","I heard that Alibaba.com is a good source of business... What product do you suggest, the low priced one or the high priced one? ...is there any cons in dropshipping?","","","","7","PB-05","","","","","","","","","","pain|question_asked|objection","CONSIDERING","AW-2","","seeker","new to Alibaba sourcing","VERBATIM_VOC","","","","",""
"Q-F-0003","URL-12","MARKET_VOC","forum","Warrior Forum — Ecommerce Sites, Wholesaling & Drop Shipping","746185","Please some help with Dropshipping.....","https://www.warriorforum.com/ecommerce-sites-wholesaling-drop-shipping/746185-please-some-help-dropshipping.html","OP","https://www.warriorforum.com/ecommerce-sites-wholesaling-drop-shipping/746185-please-some-help-dropshipping.html","clik2000","~2013 (14 years ago)","2026-09-24","8 replies","","","N","[R-PAGE via Exa]","RC-EXA","VOC-PB-05","looking for a drop shipping company with focus on baby clothing","Hi I am looking for a drop shipping company with focus on baby clothing, accessories, etc.. Can anyone recommend a supplier please that can drop ship to Canada or/and International?","","","","6","PB-05","","","","","","","","","","pain|solution_mentioned","CONSIDERING","AW-2","","seeker","","VERBATIM_VOC","","","","",""
"Q-F-0004","URL-10","MARKET_VOC","forum","Indie Hackers","our-solution-for-finding-winning-products-8173495584","Our solution for finding winning products","https://www.indiehackers.com/post/our-solution-for-finding-winning-products-8173495584","OP","https://www.indiehackers.com/post/our-solution-for-finding-winning-products-8173495584","Ilia Boltianov","2021-09-02","2026-09-24","1 comment / 1 upvote","","","N","[R-PAGE via Exa]","RC-EXA","VOC-PB-05","problem of finding winning products is an eyesore","I'm sure that the problem of finding winning products is an eyesore at this point, considering how many people start an e-commerce store nowadays","","","","8","PB-05","CP-05","CP-05","","","","","","","","belief|pain","NULL","AW-4","","veteran","founder pitching own product-research tool","CUSTOMER_EXPLANATION","","","","","Vendor-adjacent framing (author markets a solution to this exact problem) — kept, flagged, not treated as pure sufferer voice"
"Q-F-0005","URL-13","MARKET_VOC","forum","Indie Hackers","no-ideas-for-backend-products-268e3559b8","No ideas for backend products","https://www.indiehackers.com/post/no-ideas-for-backend-products-268e3559b8","OP","https://www.indiehackers.com/post/no-ideas-for-backend-products-268e3559b8","codefella","2021-08-01","2026-09-24","","","","N","[R-PAGE via Exa]","RC-EXA","VOC-PB-05","can't think of a single backend problem to solve","I have always been a backend developer... Can't think of a single backend problem to solve that is simple enough to do by myself or hasn't already been solved. Even if I find something I don't see how to turn it into a product to sell","","","","9","PB-05","","","","","","","","","","pain","NULL","AW-2","","seeker","","VERBATIM_VOC","","","","","Digital/SaaS product-ideation struggle, not physical dropshipping — population match imperfect, kept per rule (thin evidence changes label, never existence)"
"Q-F-0006","URL-11","MARKET_VOC","forum","Warrior Forum — Offline Marketing","655739","Alibaba.com and dropshipping","https://www.warriorforum.com/offline-marketing/655739-alibaba-com-dropshipping.html","comment","https://www.warriorforum.com/offline-marketing/655739-alibaba-com-dropshipping.html","ewenmack","~2012 (14 years ago)","2026-09-24","15 replies","","","N","[R-PAGE via Exa]","RC-EXA","VOC-PB-05","you must do a lot of research yourself","Alibaba.com is a directory of manufacturers and wholesalers. They don't sell products or drop ship... It's for you to decide on a product which you can market well. They won't help you there, therefore you must do a lot of research yourself","","","","8","PB-05","","","","","","","","","","belief|objection","NULL","AW-4","","veteran","","CUSTOMER_EXPLANATION","","","","",""
