"q_id","url_id","corpus","source_type","community","thread_id","thread_title","thread_url","unit_type","source_url","unique_author_id","date_posted","date_retrieved","thread_score","unit_score","star_rating","is_purchaser_source","tier","recipe_id","harvester_id","exact_quote","exact_passage","opening_first_sentence","opening_first_2_5","translation","reading_grade","pb_ids","population_id","population_tags","time_with_problem","severity","onset_trigger","current_stage","solutions_tried","progress","life_context","tags","solution_status","awareness_stage","awareness_ref","speaker_stage","speaker_locator","evidence_class","as_ids","fs_id","cluster_ids","stamps","notes"
"Q-F-0001","URL-01","MARKET_VOC","forum","community.shopify.com","215810","Shopify by Adrian Morrison","https://community.shopify.com/t/shopify-by-adrian-morrison/215810","comment","https://community.shopify.com/t/shopify-by-adrian-morrison/215810","RHernandez17","2023-05-12","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","now I can't access it, contact an administrator which should be me","I did the free shopify store through the Adrian Morrison website. & now I can't access it, it says for me to contact an administrator which should be me because it's my store. ... Why can't I login or anything and I can't even speak to anyone in support.","I did the free shopify store through the Adrian Morrison website.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","failed_solution;objection;skepticism;pain","TRIED-FAILED","AW-4","Adrian Morrison free Shopify store offer","dissatisfied","bought free DFY store offer, locked out","VERBATIM_VOC","NULL","NULL","NULL","NULL","Free 'done for you' store offer; scam/DFY-crossover thread; PARAPHRASE none."
"Q-F-0002","URL-01","MARKET_VOC","forum","community.shopify.com","215810","Shopify by Adrian Morrison","https://community.shopify.com/t/shopify-by-adrian-morrison/215810","comment","https://community.shopify.com/t/shopify-by-adrian-morrison/215810","Bluntz79","2024-11","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","your store is half-ass done","It's cause your store is half-ass done, (I'm guessing here but I imagine you already did) if you gave them the url to allow them to stock your store with [] products then you gave them access to everything on your shopify,","It's cause your store is half-ass done.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","failed_solution;belief;pain","TRIED-UNCLEAR","AW-4","Adrian Morrison free Shopify store offer","dissatisfied","warns others about half-done DFY builds","CUSTOMER_EXPLANATION","NULL","NULL","NULL","NULL","Free 'done for you' store offer; scam/DFY-crossover thread; PARAPHRASE none."
"Q-F-0003","URL-01","MARKET_VOC","forum","community.shopify.com","215810","Shopify by Adrian Morrison","https://community.shopify.com/t/shopify-by-adrian-morrison/215810","comment","https://community.shopify.com/t/shopify-by-adrian-morrison/215810","Maoriman","2025-07","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","he's a scam, I was told he doesn't work with Shopify","I just spoke to Shopify about Adrian Morrison and they told me to come here, now I see why, he's a scam, I was told he doesn't work with Shopify, I just about fell into his web of crap but now i know why it smelled off, he's been emailing me","I just spoke to Shopify about Adrian Morrison and they told me to come here.","NULL","NULL","6","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","skepticism;fear;almost_stopped","REFUSES","AW-3","Adrian Morrison free Shopify store offer","dissatisfied","almost bought, backed out after warning signs","VERBATIM_VOC","NULL","NULL","NULL","NULL","Free 'done for you' store offer; scam/DFY-crossover thread; PARAPHRASE none."
"Q-F-0004","URL-07","MARKET_VOC","forum","community.shopify.com","310831","Is anyone else struggling with Adrian Morrison's free store build","https://community.shopify.com/t/is-anyone-else-struggling-with-adrian-morrisons-free-store-build/310831","comment","https://community.shopify.com/t/is-anyone-else-struggling-with-adrian-morrisons-free-store-build/310831","shennon","2024-09-22","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","they said they would build a store, but i am building the store???","I too have found this process to be not as they said it would be...they said they would build a store, but i am building the store???","I too have found this process to be not as they said it would be.","NULL","NULL","7","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","objection;failed_solution;pain;consequence","TRIED-FAILED","AW-4","Adrian Morrison free Shopify store offer","dissatisfied","expected a DFY build, ended up building it herself","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL"
"Q-F-0005","URL-07","MARKET_VOC","forum","community.shopify.com","310831","Is anyone else struggling with Adrian Morrison's free store build","https://community.shopify.com/t/is-anyone-else-struggling-with-adrian-morrisons-free-store-build/310831","comment","https://community.shopify.com/t/is-anyone-else-struggling-with-adrian-morrisons-free-store-build/310831","janisdolan","2024-11-12","2026-09-24","NULL","NULL","NULL","Y","[R-PAGE via Exa]","RC-EXA","HV-PB-01","I would just link into the store once it is finished","The way Adrian couched this offer gave me the impression that I would just link into the store once it is finished, and then take it from there. I tried to do this but am having a messy time of it. I think I will draw a line under Adrian Morrison and move on.","I am so glad I read these reviews.","NULL","NULL","7","PB-01","CP-05","CP-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","objection;desire;failed_solution;tired_of_hearing","STOPPED-SIDE-EFFECTS","AW-4","Adrian Morrison free Shopify store offer","dissatisfied","gives up on the DFY promise, moves on","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL"
"Q-F-0006","URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","dcalciferol","2023-02-15","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","tons of links that are like a snowstorm of information","I ended up cancelling my first attempt at Shopify, and found the difficulties of selling through Amazon were at least surmountable. PLEASE give me a simple way to figure out Shopify. Shopify gives tons of links that are like a snowstorm of information, but nothing that actually helps me!","I ended up cancelling my first attempt at Shopify.","NULL","NULL","6","PB-01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","pain;failed_solution;emotion:frustrated;scene","TRIED-FAILED","AW-2","Shopify (own platform)","sufferer","cancelled first Shopify attempt, went back to Amazon","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL"
"Q-F-0007","URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","dcalciferol","2023-02-16","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","How can I give you a SPECIFIC question","Problem is... How can I give you a SPECIFIC question, when I cannot get past the first step of setting up a Shopify store?","Problem is.","NULL","NULL","6","PB-01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","pain;symptom;emotion:frustrated","NULL","AW-2","Shopify (own platform)","sufferer","stuck at the first setup step","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL"
"Q-F-0008","URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","system","2023-04-02","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","you have to scramble around looking for youtube videos","I agree, it would be much better if the important things like customizing your store and adding products were simple like they said it was, but it isn't and you have to scramble around looking for youtube videos on how to do it. If you need help you have to pay for it and that's before you even have your store set up. I'm dumping it.","I agree, it would be much better if the important things were simple like they said it was.","NULL","NULL","6","PB-01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","pain;failed_solution;spend;almost_stopped","STOPPED-SIDE-EFFECTS","AW-2","Shopify (own platform)","former","quitting Shopify after failed self-setup","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL"
"Q-F-0009","URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","NeedHelpwthis","2023-05-30","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","grasping things A LOT quicker and easier","I've used WIX for many years and I can remember grasping things A LOT quicker and easier from the beginning. I agree with not even knowing where to start.","I could not agree with you more.","NULL","NULL","6","PB-01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","belief;pain;symptom","NULL","AW-2","Shopify (own platform)","NULL","compares Shopify unfavorably to Wix","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL"
"Q-F-0010","URL-02","MARKET_VOC","forum","community.shopify.com","192077","Is there a simple way to understand Shopify?","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","comment","https://community.shopify.com/t/is-there-a-simple-way-to-understand-shopify/192077","TheMysticMojo","2023-10-25","2026-09-24","NULL","NULL","NULL","N","[R-PAGE via Exa]","RC-EXA","HV-PB-01","on my second attempt and now thinking about trying a different platform","I AGREE It's EXTREMELY difficult. I'm on my second attempt and now thinking about trying a different platform. It is supposed to be easy for normal people to set up a store but nope, clearly not!! lol","I AGREE It's EXTREMELY difficult.","NULL","NULL","6","PB-01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","pain;failed_solution;emotion:frustrated;consequence","TRIED-FAILED","AW-2","Shopify (own platform)","NULL","second failed attempt, considering switching platforms","VERBATIM_VOC","NULL","NULL","NULL","NULL","NULL"
